0,1,2,3,4
La Parrilla,55f2b01e498ef2e5e46a11a9,59.85948106907831,17.640830011080382,Argentinian Restaurant
Åhléns,4c2c69fd8ef52d7f22d832ba,59.858524219490434,17.639103435027426,Department Store
Uppsala Stadsteater,4bfc15341be376b0af23f8b4,59.85895,17.6429259,Theater
Bastard Burgers,58b97c79bbd6d17a40ce3241,59.85853463915894,17.64164265405406,Burger Joint
Texas Longhorn,4bd806f435aad13a74f48ff3,59.85853154579738,17.641577809389464,American Restaurant
Systembolaget City,4c53eba0f5f3d13a1e984cf9,59.858457267574444,17.641802669418933,Liquor Store
Broströms Kafé,4c14cbca77cea593241ed160,59.85946158472385,17.646152558467826,Café
Radisson Blu Hotel,4f3cf739e4b0e8f24dcf2176,59.85924094315621,17.64792948961258,Hotel
Stationen,4dafda59f7b149e03f3cefd1,59.85867393255681,17.64602780342102,French Restaurant
Radisson Blu - Uppsala,4fad1dfde4b068aefd9d637f,59.85887763149488,17.648131067540174,Breakfast Spot
Taco Bar,5102c56fe4b08881e192ef76,59.85883007818031,17.648739282442136,Taco Place
Coop Stationsgallerian,5035076ee4b094418c5c9911,59.85876227783753,17.648723787433635,Grocery Store
Coop Nära Liljegatan Uppsala,4c0fa22bc6cf76b07a938251,59.858900199227904,17.657330632209778,Grocery Store
Gott & Reco,5ad9c895d03360176edeab1a,59.85850153786973,17.656381130218506,Gluten-free Restaurant
Chilli,4c41a3043735be9a97ab18a4,59.85888199393785,17.68889813336681,Furniture / Home Store
Helping Hand,4da2a0649935a093bfddb86f,59.858507645864925,17.687558796880797,Thrift / Vintage Store
XL Grillen,4d1875fb6c8b5481f561f1cc,59.858461,17.68768152,Fast Food Restaurant
Stabbyskogen,4d8f178ec1b1721e0ad33e46,59.85794256863469,17.6027493504004,Park
Lars Karlsson Bilverkstad AB,513850c3e4b0676a0788dfdc,59.858447228631675,17.60688651225922,Auto Garage
Lilla Asien,4c48742c76d72d7fc56c404d,59.85752641360402,17.61336386203766,Asian Restaurant
Johannes Grill & Kiosk,4c921a804c19ef3b3f3f8ae1,59.85740572529052,17.624296751864247,Fast Food Restaurant
Café Öfre Slotts,4d3960bdcc48224bdbaa324f,59.857753,17.628075,Café
Fyrisbiografen,4d66927aa282a1cdd5f82f64,59.85818027045417,17.629306931495826,Movie Theater
Il Forno Italiano,4b896872f964a520613332e3,59.85764645890674,17.628352554142847,Italian Restaurant
Uppsala Domkyrka,4b76bbbef964a520595b2ee3,59.858154093505476,17.632250880397155,Church
Museum Gustavianum,4bd8271e0b779c745a7006a0,59.858052234530945,17.632018512782373,History Museum
Domtrappkällaren,4c7642a62db5236a5a29bf79,59.858334396415415,17.635674823941763,Scandinavian Restaurant
Hambergs Fisk,4c21e39011de20a131ed83ce,59.858203806083644,17.636228780769112,Seafood Restaurant
Iberico Tapas & Bar,562a912e498e6937e8f58b50,59.85787659964034,17.636607885360718,Tapas Restaurant
O'Connor's,4cb0d825ef1b3704a38d3e00,59.858197151319224,17.638705372810364,Irish Pub
Akademibokhandeln LundeQ,4b6ec977f964a52095ca2ce3,59.85823755677382,17.639198899269104,Bookstore
Güntherska Hovkonditoriet,4f79ca05e4b0e8caa7ee990d,59.85780386899762,17.638372778892514,Bakery
Orvars Krog,4c20e3d94889a59329142720,59.85736025307787,17.63759949942372,Pub
Biztron,4d90be365091a1cd0418c201,59.8584738,17.6410299,Restaurant
Rififi Pastoria & Ristorante,4b729461f964a520337f2de3,59.857686072155836,17.640575866444472,Italian Restaurant
Amazing Thai,4f132a16e4b0253d4e7dee8a,59.85828065587135,17.642240524291992,Thai Restaurant
Landings Konditori,4bf4e6c7e5eba593eb312090,59.85756111281744,17.63984661177778,Bakery
Cervera,4f09a6c8e4b00a2753309051,59.857625578185356,17.641103997260817,Gift Shop
